activity,containers,ingredients,tool,dish,subject,labels,className,fileName,startFrame,startTimeSeconds,endFrame,endTimeSeconds
take lidV,"['pot', '']",['lid'],['hand'],26.0,26.0,2530.0,take lidVhandlidpot,s26-d26-cam-002,5949.0,202.38,5976.0,203.299
put lidV,"['', 'pot']",['lid'],['hand'],26.0,26.0,1864.0,put lidVhandlidpot,s26-d26-cam-002,5976.0,203.299,6020.0,204.795
open closeV,['cupboard'],[''],['hand'],26.0,26.0,1365.0,open closeVhandcupboard,s26-d26-cam-002,6052.0,205.884,6115.0,208.027
take outV,['cupboard'],['paper-box'],['hand'],26.0,26.0,2767.0,take outVhandpaper boxcupboard,s26-d26-cam-002,6123.0,208.299,6270.0,213.299
take lidV,"['pot', '']",['lid'],['hand'],26.0,26.0,2530.0,take lidVhandlidpot,s26-d26-cam-002,6400.0,217.721,6427.0,218.639
spiceV,['pot'],['salt'],['paper-box'],26.0,26.0,2367.0,spiceVpaper boxsaltpot,s26-d26-cam-002,6433.0,218.843,6507.0,221.36
moveV,"['counter', 'counter']",['paper-box'],['hand'],26.0,26.0,1133.0,moveVhandpaper boxcountercounter,s26-d26-cam-002,6668.0,226.836,6720.0,228.605
moveV,"['counter', 'counter']",['lid'],['hand'],26.0,26.0,1088.0,moveVhandlidcountercounter,s26-d26-cam-002,6725.0,228.775,6756.0,229.829
open closeV,['cupboard'],[''],['hand'],26.0,26.0,1365.0,open closeVhandcupboard,s26-d26-cam-002,6793.0,231.088,6843.0,232.789
openV,['cupboard'],[''],['hand'],26.0,26.0,1393.0,openVhandcupboard,s26-d26-cam-002,6850.0,233.027,6899.0,234.693
closeV,['cupboard'],[''],['hand'],26.0,26.0,361.0,closeVhandcupboard,s26-d26-cam-002,7418.0,252.346,7482.0,254.523
openV,['cupboard'],[''],['hand'],26.0,26.0,1393.0,openVhandcupboard,s26-d26-cam-002,7482.0,254.523,7535.0,256.326
closeV,['cupboard'],[''],['hand'],26.0,26.0,361.0,closeVhandcupboard,s26-d26-cam-002,7591.0,258.231,7737.0,263.197
take outV,"['cupboard', 'counter']",['paper-bag'],['hand'],26.0,26.0,2762.0,take outVhandpaper bagcupboardcounter,s26-d26-cam-002,7752.0,263.707,7942.0,270.17
take outV,"['drawer', 'counter']","['wire-whisk', 'spoon']",['hand'],26.0,26.0,2903.0,take outVhandwire whiskspoondrawercounter,s26-d26-cam-002,8660.0,294.591,8905.0,302.925
take outV,"['drawer', 'counter']",['ladle'],['hand'],26.0,26.0,2716.0,take outVhandladledrawercounter,s26-d26-cam-002,9123.0,310.34,9528.0,324.115
take outV,['fridge'],['paper-box'],['hand'],26.0,26.0,2769.0,take outVhandpaper boxfridge,s26-d26-cam-002,9573.0,325.646,9769.0,332.312
open closeV,['cupboard'],[''],['hand'],26.0,26.0,1365.0,open closeVhandcupboard,s26-d26-cam-002,9788.0,332.959,9842.0,334.795
openV,['cupboard'],[''],['hand'],26.0,26.0,1393.0,openVhandcupboard,s26-d26-cam-002,9854.0,335.204,9903.0,336.87
closeV,['cupboard'],[''],['hand'],26.0,26.0,361.0,closeVhandcupboard,s26-d26-cam-002,10122.0,344.319,10189.0,346.598
put lidV,"['counter', 'pot']",['lid'],['hand'],26.0,26.0,1858.0,put lidVhandlidcounterpot,s26-d26-cam-002,10456.0,355.68,10515.0,357.687
dryV,[''],['pot'],['towel'],26.0,26.0,698.0,dryVtowelpot,s26-d26-cam-002,10722.0,364.727,10823.0,368.163
take lidV,"['plastic-box', 'counter']",['lid'],['hand'],26.0,26.0,2529.0,take lidVhandlidplastic boxcounter,s26-d26-cam-002,11244.0,382.482,11359.0,386.394
cut apartV,['plastic-box'],['butter'],['spoon'],26.0,26.0,480.0,cut apartVspoonbutterplastic box,s26-d26-cam-002,11568.0,393.503,11613.0,395.034
addV,"['plastic-box', 'pot']",['butter'],['spoon'],26.0,26.0,231.0,addVspoonbutterplastic boxpot,s26-d26-cam-002,11613.0,395.034,11721.0,398.707
cut apartV,['plastic-box'],['butter'],['spoon'],26.0,26.0,480.0,cut apartVspoonbutterplastic box,s26-d26-cam-002,11829.0,402.38,11868.0,403.707
addV,"['plastic-box', 'pot']",['butter'],['spoon'],26.0,26.0,231.0,addVspoonbutterplastic boxpot,s26-d26-cam-002,11868.0,403.707,11901.0,404.829
put lidV,"['counter', 'plastic-box']",['lid'],['hand'],26.0,26.0,1857.0,put lidVhandlidcounterplastic box,s26-d26-cam-002,11938.0,406.088,11996.0,408.061
put inV,"['counter', 'fridge']",['plastic-box'],['hand'],26.0,26.0,1812.0,put inVhandplastic boxcounterfridge,s26-d26-cam-002,12010.0,408.537,12237.0,416.258
openV,['drawer'],[''],['hand'],26.0,26.0,1396.0,openVhanddrawer,s26-d26-cam-002,12412.0,422.21,12468.0,424.115
closeV,['drawer'],[''],['hand'],26.0,26.0,363.0,closeVhanddrawer,s26-d26-cam-002,12524.0,426.02,12604.0,428.741
washV,[''],['spoon'],['sponge'],26.0,26.0,3247.0,washVspongespoon,s26-d26-cam-002,12919.0,439.455,13068.0,444.523
washV,[''],['spoon'],['hand'],26.0,26.0,3222.0,washVhandspoon,s26-d26-cam-002,13083.0,445.0,13149.0,447.278
shakeV,[''],['spoon'],['hand'],26.0,26.0,2253.0,shakeVhandspoon,s26-d26-cam-002,13154.0,447.448,13176.0,448.197
dryV,[''],['spoon'],['towel'],26.0,26.0,702.0,dryVtowelspoon,s26-d26-cam-002,13181.0,448.367,13254.0,450.85
openV,['counter'],['paper-bag'],['hand'],26.0,26.0,1403.0,openVhandpaper bagcounter,s26-d26-cam-002,13374.0,454.931,13714.0,466.496
screw openV,[''],['paper-box'],['hand'],26.0,26.0,2150.0,screw openVhandpaper box,s26-d26-cam-002,13733.0,467.142,13790.0,469.081
take lidV,"['pot', 'counter']",['lid'],['hand'],26.0,26.0,2531.0,take lidVhandlidpotcounter,s26-d26-cam-002,13916.0,473.367,13965.0,475.0
addV,"['cutting-board', 'pot']",['cauliflower'],"['hand', 'ladle']",26.0,26.0,103.0,addVhandladlecauliflowercutting boardpot,s26-d26-cam-002,14008.0,476.468,14112.0,480.034
stirV,['pot'],"['cauliflower', 'water']",['ladle'],26.0,26.0,2446.0,stirVladlecauliflowerwaterpot,s26-d26-cam-002,14123.0,480.408,14178.0,482.278
shakeV,[''],['ladle'],['hand'],26.0,26.0,2218.0,shakeVhandladle,s26-d26-cam-002,14181.0,482.38,14198.0,482.959
change temperatureV,[''],['stove'],['hand'],26.0,26.0,298.0,change temperatureVhandstove,s26-d26-cam-002,14294.0,486.224,14393.0,489.591
put lidV,"['counter', 'pot']",['lid'],['hand'],26.0,26.0,1858.0,put lidVhandlidcounterpot,s26-d26-cam-002,14399.0,489.795,14458.0,491.802
change temperatureV,[''],['stove'],['hand'],26.0,26.0,298.0,change temperatureVhandstove,s26-d26-cam-002,14754.0,501.87,14906.0,507.04
washV,[''],['cutting-board'],['cleaning-brush'],26.0,26.0,3118.0,washVcleaning brushcutting board,s26-d26-cam-002,15506.0,527.448,15678.0,533.299
washV,[''],['sink'],['cleaning-brush'],26.0,26.0,3120.0,washVcleaning brushsink,s26-d26-cam-002,15678.0,533.299,15784.0,536.904
moveV,"['hook', '']",['towel'],['hand'],26.0,26.0,1307.0,moveVhandtowelhook,s26-d26-cam-002,15830.0,538.469,15867.0,539.727
dryV,[''],['cutting-board'],['towel'],26.0,26.0,681.0,dryVtowelcutting board,s26-d26-cam-002,15867.0,539.727,16029.0,545.238
hangV,"['', 'hook']",['towel'],['hand'],26.0,26.0,809.0,hangVhandtowelhook,s26-d26-cam-002,16165.0,549.863,16258.0,553.027
change temperatureV,[''],['stove'],['hand'],26.0,26.0,298.0,change temperatureVhandstove,s26-d26-cam-002,16377.0,557.074,16453.0,559.659
open closeV,['cupboard'],[''],['hand'],26.0,26.0,1365.0,open closeVhandcupboard,s26-d26-cam-002,16765.0,570.272,16817.0,572.04
take outV,['cupboard'],['jar'],['hand'],26.0,26.0,2690.0,take outVhandjarcupboard,s26-d26-cam-002,16822.0,572.21,17009.0,578.571
screw openV,[''],['jar'],['hand'],26.0,26.0,2148.0,screw openVhandjar,s26-d26-cam-002,17019.0,578.911,17108.0,581.938
take outV,['drawer'],['teaspoon'],['hand'],26.0,26.0,2877.0,take outVhandteaspoondrawer,s26-d26-cam-002,17124.0,582.482,17193.0,584.829
take lidV,"['pot', 'counter']",['lid'],['hand'],26.0,26.0,2531.0,take lidVhandlidpotcounter,s26-d26-cam-002,17200.0,585.068,17251.0,586.802
screw openV,[''],['jar'],['hand'],26.0,26.0,2148.0,screw openVhandjar,s26-d26-cam-002,17255.0,586.938,17289.0,588.095
addV,"['jar', 'pot']",['soup-powder'],['teaspoon'],26.0,26.0,252.0,addVteaspoonsoup powderjarpot,s26-d26-cam-002,17307.0,588.707,17412.0,592.278
screw closeV,[''],['jar'],['hand'],26.0,26.0,2136.0,screw closeVhandjar,s26-d26-cam-002,17449.0,593.537,17505.0,595.442
put lidV,"['counter', 'pot']",['lid'],['hand'],26.0,26.0,1858.0,put lidVhandlidcounterpot,s26-d26-cam-002,17532.0,596.36,17580.0,597.993
put inV,"['', 'cupboard']",['jar'],['hand'],26.0,26.0,1774.0,put inVhandjarcupboard,s26-d26-cam-002,17627.0,599.591,17904.0,609.013
stirV,['pot'],['butter'],['wire-whisk'],26.0,26.0,2506.0,stirVwire whiskbutterpot,s26-d26-cam-002,18098.0,615.612,18252.0,620.85
change temperatureV,[''],['stove'],['hand'],26.0,26.0,298.0,change temperatureVhandstove,s26-d26-cam-002,18376.0,625.068,18482.0,628.673
take outV,"['cupboard', 'counter']",['plate'],['hand'],26.0,26.0,2814.0,take outVhandplatecupboardcounter,s26-d26-cam-002,18736.0,637.312,18975.0,645.442
moveV,"['counter', 'cutting-board']",['teaspoon'],['hand'],26.0,26.0,1284.0,moveVhandteaspooncountercutting board,s26-d26-cam-002,18983.0,645.714,19016.0,646.836
whipV,['pot'],['butter'],['wire-whisk'],26.0,26.0,3255.0,whipVwire whiskbutterpot,s26-d26-cam-002,20740.0,705.476,21373.0,727.006
addV,"['paper-bag', 'pot']",['flour'],['spoon'],26.0,26.0,232.0,addVspoonflourpaper bagpot,s26-d26-cam-002,21446.0,729.489,21609.0,735.0
addV,"['paper-bag', 'pot']",['flour'],['spoon'],26.0,26.0,232.0,addVspoonflourpaper bagpot,s26-d26-cam-002,21614.0,735.204,21784.0,740.986
shakeV,[''],['spoon'],['hand'],26.0,26.0,2253.0,shakeVhandspoon,s26-d26-cam-002,21790.0,741.19,21837.0,742.789
change temperatureV,[''],['stove'],['hand'],26.0,26.0,298.0,change temperatureVhandstove,s26-d26-cam-002,21868.0,743.843,21956.0,746.836
whipV,['pot'],"['butter', 'flour']",['wire-whisk'],26.0,26.0,3254.0,whipVwire whiskbutterflourpot,s26-d26-cam-002,21969.0,747.278,22330.0,759.557
closeV,['counter'],['paper-bag'],['hand'],26.0,26.0,371.0,closeVhandpaper bagcounter,s26-d26-cam-002,22416.0,762.482,22483.0,764.761
change temperatureV,[''],['stove'],['hand'],26.0,26.0,298.0,change temperatureVhandstove,s26-d26-cam-002,22540.0,766.7,22598.0,768.673
change temperatureV,[''],['stove'],['hand'],26.0,26.0,298.0,change temperatureVhandstove,s26-d26-cam-002,22738.0,773.435,22806.0,775.748
whipV,['pot'],"['butter', 'flour']",['wire-whisk'],26.0,26.0,3254.0,whipVwire whiskbutterflourpot,s26-d26-cam-002,22825.0,776.394,22999.0,782.312
change temperatureV,[''],['stove'],['hand'],26.0,26.0,298.0,change temperatureVhandstove,s26-d26-cam-002,23006.0,782.551,23042.0,783.775
whipV,['pot'],"['butter', 'flour']",['wire-whisk'],26.0,26.0,3254.0,whipVwire whiskbutterflourpot,s26-d26-cam-002,23047.0,783.945,23153.0,787.551
screw openV,[''],['paper-box'],['hand'],26.0,26.0,2150.0,screw openVhandpaper box,s26-d26-cam-002,23191.0,788.843,23264.0,791.326
pourV,"['paper-box', 'pot']",['milk'],['paper-box'],26.0,26.0,1552.0,pourVpaper boxmilkpaper boxpot,s26-d26-cam-002,23270.0,791.53,23366.0,794.795
screw closeV,[''],['paper-box'],['hand'],26.0,26.0,2138.0,screw closeVhandpaper box,s26-d26-cam-002,23369.0,794.897,23466.0,798.197
change temperatureV,[''],['stove'],['hand'],26.0,26.0,298.0,change temperatureVhandstove,s26-d26-cam-002,23471.0,798.367,23510.0,799.693
whipV,['pot'],"['butter', 'flour', 'milk']",['wire-whisk'],26.0,26.0,3253.0,whipVwire whiskbutterflourmilkpot,s26-d26-cam-002,23522.0,800.102,23915.0,813.469
shakeV,[''],['wire-whisk'],['hand'],26.0,26.0,2264.0,shakeVhandwire whisk,s26-d26-cam-002,23916.0,813.503,23943.0,814.421
change temperatureV,[''],['stove'],['hand'],26.0,26.0,298.0,change temperatureVhandstove,s26-d26-cam-002,24040.0,817.721,24098.0,819.693
whipV,['pot'],['milk'],['wire-whisk'],26.0,26.0,3259.0,whipVwire whiskmilkpot,s26-d26-cam-002,24138.0,821.054,24391.0,829.659
pourV,"['pot', 'pot']",['water'],['ladle'],26.0,26.0,1532.0,pourVladlewaterpotpot,s26-d26-cam-002,24406.0,830.17,24479.0,832.653
moveV,"['stove', 'stove']",['pot'],['hand'],26.0,26.0,1230.0,moveVhandpotstovestove,s26-d26-cam-002,24485.0,832.857,24515.0,833.877
shakeV,[''],['ladle'],['hand'],26.0,26.0,2218.0,shakeVhandladle,s26-d26-cam-002,24522.0,834.115,24541.0,834.761
change temperatureV,[''],['stove'],['hand'],26.0,26.0,298.0,change temperatureVhandstove,s26-d26-cam-002,24560.0,835.408,24608.0,837.04
moveV,"['stove', 'stove']",['pot'],['hand'],26.0,26.0,1230.0,moveVhandpotstovestove,s26-d26-cam-002,24623.0,837.551,24649.0,838.435
whipV,['pot'],['milk'],['wire-whisk'],26.0,26.0,3259.0,whipVwire whiskmilkpot,s26-d26-cam-002,24658.0,838.741,24818.0,844.183
pourV,"['pot', 'pot']",['water'],['ladle'],26.0,26.0,1532.0,pourVladlewaterpotpot,s26-d26-cam-002,24840.0,844.931,24942.0,848.401
whipV,['pot'],['milk'],['wire-whisk'],26.0,26.0,3259.0,whipVwire whiskmilkpot,s26-d26-cam-002,24990.0,850.0,25221.0,857.891
shakeV,[''],['wire-whisk'],['hand'],26.0,26.0,2264.0,shakeVhandwire whisk,s26-d26-cam-002,25221.0,857.891,25247.0,858.775
take outV,"['drawer', '']",['fork'],['hand'],26.0,26.0,2659.0,take outVhandforkdrawer,s26-d26-cam-002,25322.0,861.326,25424.0,864.795
pokeV,['pot'],['cauliflower'],['fork'],26.0,26.0,1495.0,pokeVforkcauliflowerpot,s26-d26-cam-002,25431.0,865.0,25473.0,866.462
turn overV,['pot'],['cauliflower'],['fork'],26.0,26.0,3100.0,turn overVforkcauliflowerpot,s26-d26-cam-002,25542.0,868.807,25595.0,870.612
put lidV,"['counter', 'pot']",['lid'],['hand'],26.0,26.0,1858.0,put lidVhandlidcounterpot,s26-d26-cam-002,25600.0,870.782,25644.0,872.278
change temperatureV,[''],['stove'],['hand'],26.0,26.0,298.0,change temperatureVhandstove,s26-d26-cam-002,25679.0,873.469,25750.0,875.884
whipV,['pot'],['milk'],['wire-whisk'],26.0,26.0,3259.0,whipVwire whiskmilkpot,s26-d26-cam-002,25768.0,876.496,25948.0,882.619
screw openV,[''],['paper-box'],['hand'],26.0,26.0,2150.0,screw openVhandpaper box,s26-d26-cam-002,25983.0,883.809,26028.0,885.34
pourV,"['paper-box', 'pot']",['milk'],['paper-box'],26.0,26.0,1552.0,pourVpaper boxmilkpaper boxpot,s26-d26-cam-002,26035.0,885.578,26081.0,887.142
screw closeV,[''],['paper-box'],['hand'],26.0,26.0,2138.0,screw closeVhandpaper box,s26-d26-cam-002,26081.0,887.142,26155.0,889.659
whipV,['pot'],['milk'],['wire-whisk'],26.0,26.0,3259.0,whipVwire whiskmilkpot,s26-d26-cam-002,26166.0,890.0,26351.0,896.326
change temperatureV,[''],['stove'],['hand'],26.0,26.0,298.0,change temperatureVhandstove,s26-d26-cam-002,26360.0,896.632,26412.0,898.401
take outV,"['spice-holder', '']",['spice-shaker'],['hand'],26.0,26.0,2852.0,take outVhandspice shakerspice holder,s26-d26-cam-002,26447.0,899.591,26493.0,901.156
screw openV,[''],['spice-shaker'],['hand'],26.0,26.0,2153.0,screw openVhandspice shaker,s26-d26-cam-002,26542.0,902.823,26614.0,905.272
spiceV,['pot'],['spice'],['spice-shaker'],26.0,26.0,2392.0,spiceVspice shakerspicepot,s26-d26-cam-002,26612.0,905.204,26724.0,909.013
screw closeV,[''],['spice-shaker'],['hand'],26.0,26.0,2141.0,screw closeVhandspice shaker,s26-d26-cam-002,26730.0,909.217,26760.0,910.238
whipV,['pot'],['milk'],['wire-whisk'],26.0,26.0,3259.0,whipVwire whiskmilkpot,s26-d26-cam-002,26765.0,910.408,26995.0,918.231
spiceV,['pot'],['salt'],['paper-box'],26.0,26.0,2367.0,spiceVpaper boxsaltpot,s26-d26-cam-002,27028.0,919.353,27104.0,921.938
whipV,['pot'],['milk'],['wire-whisk'],26.0,26.0,3259.0,whipVwire whiskmilkpot,s26-d26-cam-002,27128.0,922.755,27513.0,935.85
shakeV,[''],['wire-whisk'],['hand'],26.0,26.0,2264.0,shakeVhandwire whisk,s26-d26-cam-002,27520.0,936.088,27573.0,937.891
put lidV,"['counter', 'pot']",['lid'],['hand'],26.0,26.0,1858.0,put lidVhandlidcounterpot,s26-d26-cam-002,27669.0,941.156,27716.0,942.755
moveV,"['counter', 'counter']",['paper-box'],['hand'],26.0,26.0,1133.0,moveVhandpaper boxcountercounter,s26-d26-cam-002,27780.0,944.931,27818.0,946.224
moveV,"['counter', 'counter']",['paper-box'],['hand'],26.0,26.0,1133.0,moveVhandpaper boxcountercounter,s26-d26-cam-002,27824.0,946.428,27854.0,947.448
take lidV,['pot'],['lid'],['hand'],26.0,26.0,2530.0,take lidVhandlidpot,s26-d26-cam-002,27996.0,952.278,28015.0,952.925
stirV,['pot'],['milk'],['teaspoon'],26.0,26.0,2494.0,stirVteaspoonmilkpot,s26-d26-cam-002,28021.0,953.129,28087.0,955.374
put lidV,"['', 'pot']",['lid'],['hand'],26.0,26.0,1864.0,put lidVhandlidpot,s26-d26-cam-002,28103.0,955.918,28138.0,957.108
tasteV,[''],['milk'],['teaspoon'],26.0,26.0,2962.0,tasteVteaspoonmilk,s26-d26-cam-002,28154.0,957.653,28198.0,959.149
tasteV,[''],['milk'],['hand'],26.0,26.0,2944.0,tasteVhandmilk,s26-d26-cam-002,28206.0,959.421,28240.0,960.578
take lidV,['pot'],['lid'],['hand'],26.0,26.0,2530.0,take lidVhandlidpot,s26-d26-cam-002,28435.0,967.21,28456.0,967.925
spiceV,['pot'],['salt'],['paper-box'],26.0,26.0,2367.0,spiceVpaper boxsaltpot,s26-d26-cam-002,28462.0,968.129,28522.0,970.17
put lidV,"['', 'pot']",['lid'],['hand'],26.0,26.0,1864.0,put lidVhandlidpot,s26-d26-cam-002,28528.0,970.374,28569.0,971.768
take lidV,"['pot', '']",['lid'],['hand'],26.0,26.0,2530.0,take lidVhandlidpot,s26-d26-cam-002,28623.0,973.605,28642.0,974.251
whipV,['pot'],['milk'],['wire-whisk'],26.0,26.0,3259.0,whipVwire whiskmilkpot,s26-d26-cam-002,28651.0,974.557,28735.0,977.414
put lidV,"['', 'pot']",['lid'],['hand'],26.0,26.0,1864.0,put lidVhandlidpot,s26-d26-cam-002,28744.0,977.721,28802.0,979.693
change temperatureV,[''],['stove'],['hand'],26.0,26.0,298.0,change temperatureVhandstove,s26-d26-cam-002,28882.0,982.414,28923.0,983.809
change temperatureV,[''],['stove'],['hand'],26.0,26.0,298.0,change temperatureVhandstove,s26-d26-cam-002,28949.0,984.693,29020.0,987.108
put inV,"['counter', 'spice-holder']",['spice-shaker'],['hand'],26.0,26.0,1828.0,put inVhandspice shakercounterspice holder,s26-d26-cam-002,29042.0,987.857,29182.0,992.619
screw closeV,[''],['spice-shaker'],['hand'],26.0,26.0,2141.0,screw closeVhandspice shaker,s26-d26-cam-002,29095.0,989.659,29146.0,991.394
take lidV,"['pot', '']",['lid'],['hand'],26.0,26.0,2530.0,take lidVhandlidpot,s26-d26-cam-002,29377.0,999.251,29396.0,999.897
whipV,['pot'],['milk'],['wire-whisk'],26.0,26.0,3259.0,whipVwire whiskmilkpot,s26-d26-cam-002,29402.0,1000.102,29453.0,1001.836
shakeV,[''],['wire-whisk'],['hand'],26.0,26.0,2264.0,shakeVhandwire whisk,s26-d26-cam-002,29459.0,1002.04,29487.0,1002.993
put lidV,"['', 'pot']",['lid'],['hand'],26.0,26.0,1864.0,put lidVhandlidpot,s26-d26-cam-002,29489.0,1003.061,29520.0,1004.115
put inV,"['counter', 'cupboard']",['paper-bag'],['hand'],26.0,26.0,1792.0,put inVhandpaper bagcountercupboard,s26-d26-cam-002,29806.0,1013.843,30019.0,1021.088
moveV,"['counter', 'counter']",['paper-box'],['hand'],26.0,26.0,1133.0,moveVhandpaper boxcountercounter,s26-d26-cam-002,30371.0,1033.061,30437.0,1035.306
wring outV,[''],['sponge-cloth'],['hand'],26.0,26.0,3268.0,wring outVhandsponge cloth,s26-d26-cam-002,30607.0,1041.061,30736.0,1045.476
cleanV,[''],['counter'],['sponge-cloth'],26.0,26.0,331.0,cleanVsponge clothcounter,s26-d26-cam-002,30902.0,1051.122,31014.0,1054.931
take lidV,"['pot', '']",['lid'],['hand'],26.0,26.0,2530.0,take lidVhandlidpot,s26-d26-cam-002,31259.0,1063.265,31280.0,1063.979
pokeV,['pot'],['cauliflower'],['fork'],26.0,26.0,1495.0,pokeVforkcauliflowerpot,s26-d26-cam-002,31287.0,1064.217,31374.0,1067.176
put lidV,"['', 'pot']",['lid'],['hand'],26.0,26.0,1864.0,put lidVhandlidpot,s26-d26-cam-002,31381.0,1067.414,31415.0,1068.571
put inV,"['counter', 'fridge']",['paper-box'],['hand'],26.0,26.0,1799.0,put inVhandpaper boxcounterfridge,s26-d26-cam-002,31983.0,1087.891,32256.0,1097.176
put inV,"['counter', 'cupboard']",['paper-box'],['hand'],26.0,26.0,1798.0,put inVhandpaper boxcountercupboard,s26-d26-cam-002,32433.0,1103.197,32626.0,1109.761
open closeV,['cupboard'],[''],['hand'],26.0,26.0,1365.0,open closeVhandcupboard,s26-d26-cam-002,33425.0,1136.938,33483.0,1138.911
openV,['cupboard'],[''],['hand'],26.0,26.0,1393.0,openVhandcupboard,s26-d26-cam-002,33489.0,1139.115,33547.0,1141.088
closeV,['cupboard'],[''],['hand'],26.0,26.0,361.0,closeVhandcupboard,s26-d26-cam-002,33668.0,1145.204,33778.0,1148.945
take lidV,"['pot', '']",['lid'],['hand'],26.0,26.0,2530.0,take lidVhandlidpot,s26-d26-cam-002,35555.0,1209.387,35590.0,1210.578
put lidV,"['', 'pot']",['lid'],['hand'],26.0,26.0,1864.0,put lidVhandlidpot,s26-d26-cam-002,35630.0,1211.938,35665.0,1213.129
change temperatureV,[''],['stove'],['hand'],26.0,26.0,298.0,change temperatureVhandstove,s26-d26-cam-002,35719.0,1214.965,35808.0,1217.993
take lidV,"['pot', '']",['lid'],['hand'],26.0,26.0,2530.0,take lidVhandlidpot,s26-d26-cam-002,36317.0,1235.306,36349.0,1236.394
pokeV,['pot'],['cauliflower'],['fork'],26.0,26.0,1495.0,pokeVforkcauliflowerpot,s26-d26-cam-002,36355.0,1236.598,36519.0,1242.176
put lidV,"['', 'pot']",['lid'],['hand'],26.0,26.0,1864.0,put lidVhandlidpot,s26-d26-cam-002,36538.0,1242.823,36570.0,1243.911
take lidV,"['pot', '']",['lid'],['hand'],26.0,26.0,2530.0,take lidVhandlidpot,s26-d26-cam-002,38776.0,1318.945,38822.0,1320.51
pokeV,['pot'],['cauliflower'],['fork'],26.0,26.0,1495.0,pokeVforkcauliflowerpot,s26-d26-cam-002,38829.0,1320.748,39046.0,1328.129
put lidV,"['', 'pot']",['lid'],['hand'],26.0,26.0,1864.0,put lidVhandlidpot,s26-d26-cam-002,39064.0,1328.741,39105.0,1330.136
take lidV,"['pot', 'cutting-board']",['lid'],['hand'],26.0,26.0,2532.0,take lidVhandlidpotcutting board,s26-d26-cam-002,39113.0,1330.381,39175.0,1332.517
pokeV,['pot'],['cauliflower'],['fork'],26.0,26.0,1495.0,pokeVforkcauliflowerpot,s26-d26-cam-002,39180.0,1332.687,39229.0,1334.353
moveV,"['pot', 'plate']",['cauliflower'],"['fork', 'spoon']",26.0,26.0,849.0,moveVforkspooncauliflowerpotplate,s26-d26-cam-002,39390.0,1339.829,39594.0,1346.768
